任务编号,任务类型,来源区域,执行区域,图形处理器需求量,连续执行时长_小时,调度开工小时,调度完工小时
34439,实时推理任务,区域A,区域A,2,5.066666666666666,2394,2400
36863,人工智能训练任务,区域F,区域F,101,0.5166666666666667,2394,2395
37834,批量推理任务,区域F,区域F,17,6.65,2394,2401
39468,批量推理任务,区域A,区域A,16,1.1166666666666667,2394,2396
39669,人工智能训练任务,区域E,区域E,77,4.533333333333333,2394,2399
40831,批量推理任务,区域E,区域E,17,5.916666666666667,2394,2400
41146,人工智能训练任务,区域F,区域F,57,1.7166666666666666,2394,2396
42018,人工智能训练任务,区域F,区域F,64,3.566666666666667,2395,2399
42258,实时推理任务,区域B,区域B,6,2.7333333333333334,2394,2397
45887,批量推理任务,区域D,区域D,10,5.433333333333334,2394,2400
5435,人工智能训练任务,区域E,区域E,116,2.95,2395,2398
6767,人工智能训练任务,区域F,区域F,29,0.7,2395,2396
7372,人工智能训练任务,区域F,区域F,104,4.1,2395,2400
8294,批量推理任务,区域C,区域C,8,1.0333333333333334,2395,2397
12481,实时推理任务,区域C,区域C,5,2.9166666666666665,2395,2398
13251,实时推理任务,区域A,区域A,6,0.7833333333333333,2395,2396
16494,批量推理任务,区域D,区域D,22,2.683333333333333,2395,2398
22576,人工智能训练任务,区域F,区域F,16,3.0833333333333335,2395,2399
24073,人工智能训练任务,区域B,区域B,110,1.5333333333333334,2395,2397
32241,人工智能训练任务,区域D,区域D,112,0.23333333333333336,2395,2396
39773,人工智能训练任务,区域E,区域E,33,0.5666666666666667,2395,2396
40599,实时推理任务,区域B,区域B,4,0.8333333333333334,2395,2396
41247,实时推理任务,区域A,区域A,3,2.066666666666667,2395,2398
42958,批量推理任务,区域A,区域A,19,6.016666666666667,2395,2402
45986,批量推理任务,区域D,区域D,20,4.183333333333334,2395,2400
46011,人工智能训练任务,区域E,区域E,66,1.9666666666666663,2395,2397
47260,实时推理任务,区域D,区域D,3,3.4833333333333334,2395,2399
49617,实时推理任务,区域A,区域A,3,4.266666666666667,2395,2400
49640,人工智能训练任务,区域E,区域E,54,4.05,2396,2401
3736,批量推理任务,区域D,区域D,19,6.6,2396,2403
5138,实时推理任务,区域B,区域B,1,5.266666666666667,2396,2402
7874,批量推理任务,区域C,区域C,21,0.45,2396,2397
10284,批量推理任务,区域F,区域F,14,2.283333333333333,2396,2399
10504,批量推理任务,区域C,区域C,4,1.15,2396,2398
12431,批量推理任务,区域B,区域B,17,3.283333333333333,2396,2400
14578,人工智能训练任务,区域E,区域E,31,6.25,2396,2403
14844,人工智能训练任务,区域B,区域B,51,4.15,2396,2401
14868,人工智能训练任务,区域F,区域F,22,6.45,2396,2403
15175,实时推理任务,区域B,区域B,6,2.9166666666666665,2396,2399
18394,实时推理任务,区域A,区域A,3,5.433333333333334,2396,2402
20312,批量推理任务,区域D,区域D,16,4.133333333333334,2396,2401
23682,实时推理任务,区域B,区域B,7,4.616666666666666,2396,2401
24995,批量推理任务,区域D,区域D,10,1.05,2396,2398
26836,实时推理任务,区域A,区域A,7,4.533333333333333,2396,2401
27964,人工智能训练任务,区域D,区域D,25,6.416666666666667,2396,2403
28656,实时推理任务,区域C,区域C,4,1.3333333333333333,2396,2398
28753,人工智能训练任务,区域E,区域E,74,1.75,2396,2398
30715,批量推理任务,区域D,区域D,14,5.316666666666666,2396,2402
36157,人工智能训练任务,区域D,区域D,86,0.7833333333333333,2396,2397
37857,人工智能训练任务,区域D,区域D,42,1.9166666666666667,2396,2398
38774,实时推理任务,区域A,区域A,4,0.55,2396,2397
38786,人工智能训练任务,区域A,区域A,95,6.633333333333334,2396,2403
40341,实时推理任务,区域A,区域A,2,6.433333333333334,2396,2403
40505,批量推理任务,区域A,区域A,6,6.333333333333333,2396,2403
43993,批量推理任务,区域E,区域E,16,3.6666666666666665,2396,2400
46184,人工智能训练任务,区域F,区域F,99,6.5,2396,2403
48837,人工智能训练任务,区域D,区域D,23,3.85,2396,2400
49227,实时推理任务,区域C,区域C,3,5.25,2396,2402
701,批量推理任务,区域F,区域F,21,1.75,2397,2399
2648,批量推理任务,区域E,区域E,19,3.183333333333333,2397,2401
3928,批量推理任务,区域F,区域F,4,3.033333333333333,2397,2401
6392,批量推理任务,区域D,区域D,5,4.783333333333333,2397,2402
7165,实时推理任务,区域B,区域B,5,4.633333333333334,2397,2402
15916,人工智能训练任务,区域E,区域E,81,3.3833333333333333,2397,2401
20799,批量推理任务,区域F,区域F,14,3.4,2397,2401
21730,人工智能训练任务,区域F,区域F,49,4.816666666666666,2397,2402
24255,批量推理任务,区域E,区域E,20,2.1,2397,2400
27547,批量推理任务,区域D,区域D,17,0.9666666666666668,2397,2398
29787,批量推理任务,区域A,区域A,7,4.166666666666667,2397,2402
34117,批量推理任务,区域B,区域B,19,0.6666666666666666,2397,2398
37081,批量推理任务,区域A,区域A,17,4.45,2397,2402
38408,人工智能训练任务,区域D,区域D,37,2.283333333333333,2397,2400
39629,批量推理任务,区域D,区域D,5,0.31666666666666665,2397,2398
42220,实时推理任务,区域B,区域B,2,0.26666666666666666,2397,2398
46028,批量推理任务,区域A,区域A,22,1.1166666666666667,2397,2399
46818,批量推理任务,区域C,区域C,16,2.8333333333333335,2397,2400
47435,人工智能训练任务,区域E,区域E,28,6.516666666666667,2397,2404
49550,人工智能训练任务,区域A,区域A,120,2,2397,2399
49575,人工智能训练任务,区域F,区域F,27,3.216666666666667,2397,2401
49609,人工智能训练任务,区域A,区域A,38,1.1666666666666667,2397,2399
2473,人工智能训练任务,区域C,区域C,16,5.833333333333333,2398,2404
4353,人工智能训练任务,区域E,区域E,21,3.7,2398,2402
4418,批量推理任务,区域D,区域D,11,4.233333333333333,2398,2403
4886,实时推理任务,区域F,区域F,3,3.3333333333333335,2398,2402
5272,实时推理任务,区域C,区域C,4,4.35,2398,2403
7530,实时推理任务,区域A,区域A,5,1.1666666666666667,2398,2400
8745,批量推理任务,区域B,区域B,21,2.1,2398,2401
8972,实时推理任务,区域D,区域D,2,4.1,2398,2403
9572,人工智能训练任务,区域D,区域D,123,6.066666666666666,2398,2405
11780,批量推理任务,区域F,区域F,21,0.5833333333333334,2398,2399
13381,实时推理任务,区域A,区域A,6,2.0833333333333335,2398,2401
17052,实时推理任务,区域C,区域C,2,0.55,2398,2399
17421,批量推理任务,区域F,区域F,15,2.35,2398,2401
17938,批量推理任务,区域E,区域E,23,4.266666666666667,2398,2403
19172,实时推理任务,区域C,区域C,6,3.316666666666667,2398,2402
19289,人工智能训练任务,区域E,区域E,121,6.016666666666667,2398,2405
22136,批量推理任务,区域E,区域E,7,1.3166666666666669,2398,2400
22360,实时推理任务,区域D,区域D,6,0.18333333333333332,2398,2399
23421,人工智能训练任务,区域E,区域E,19,4.4,2398,2403
30449,人工智能训练任务,区域B,区域B,44,0.26666666666666666,2398,2399
30610,实时推理任务,区域B,区域B,7,2.683333333333333,2398,2401
33770,人工智能训练任务,区域D,区域D,88,2.3333333333333335,2398,2401
37758,人工智能训练任务,区域D,区域D,25,4.783333333333333,2398,2403
40375,实时推理任务,区域A,区域A,4,1.3333333333333333,2398,2400
43423,人工智能训练任务,区域F,区域F,122,5.5,2398,2404
46823,人工智能训练任务,区域D,区域D,109,2.9833333333333334,2398,2401
48528,人工智能训练任务,区域D,区域D,36,1.5166666666666666,2398,2400
1455,人工智能训练任务,区域F,区域F,37,2.7333333333333334,2399,2402
7857,人工智能训练任务,区域F,区域F,115,1.2833333333333334,2399,2401
7890,实时推理任务,区域E,区域E,4,4.416666666666667,2399,2404
9621,实时推理任务,区域C,区域C,6,1.3333333333333333,2399,2401
15242,批量推理任务,区域E,区域E,7,4.05,2399,2404
16844,实时推理任务,区域F,区域F,1,0.85,2399,2400
21400,实时推理任务,区域B,区域B,1,1.6833333333333331,2399,2401
37062,批量推理任务,区域B,区域B,12,2.466666666666667,2399,2402
38165,批量推理任务,区域B,区域B,10,4.75,2399,2404
38894,人工智能训练任务,区域E,区域E,115,6.15,2399,2406
39788,实时推理任务,区域C,区域C,7,4.383333333333334,2399,2404
40966,批量推理任务,区域B,区域B,20,5.083333333333333,2399,2405
41451,实时推理任务,区域A,区域A,4,6.6,2399,2406
42578,人工智能训练任务,区域C,区域C,37,3.9166666666666665,2399,2403
43786,批量推理任务,区域B,区域B,17,2.1,2399,2402
44439,批量推理任务,区域E,区域E,6,5.616666666666666,2399,2405
46942,批量推理任务,区域C,区域C,11,5.7,2399,2405
48579,人工智能训练任务,区域F,区域F,119,2.5,2399,2402
49525,批量推理任务,区域B,区域B,16,3.1166666666666667,2399,2403
